time,gFx,gFy,gFz,TgF
3.14319453,0.3046,0.1720,0.9288,0.993
3.147563592,0.3032,0.1716,0.9332,0.996
3.14794505,0.3044,0.1706,0.9374,1.000
3.152988332,0.3100,0.1718,0.9476,1.012
3.15358979,0.3090,0.1757,0.9437,1.008
3.157550988,0.3063,0.1716,0.9352,0.999
3.157954477,0.3041,0.1738,0.9310,0.995
3.162347707,0.3039,0.1750,0.9349,0.999
3.162869686,0.3041,0.1728,0.9308,0.994
3.1706763,0.3039,0.1762,0.9303,0.994
3.172119269,0.3012,0.1772,0.9274,0.991
3.173167602,0.2997,0.1794,0.9281,0.992
3.173458071,0.2990,0.1813,0.9279,0.992
3.176988071,0.2990,0.1811,0.9305,0.994
3.17734828,0.2978,0.1801,0.9340,0.997
3.181254165,0.2961,0.1823,0.9301,0.993
3.181608748,0.2968,0.1845,0.9366,1.000
3.186884217,0.2936,0.1838,0.9371,0.999
3.187539217,0.2944,0.1835,0.9315,0.994
3.191080884,0.2929,0.1838,0.9345,0.996
3.191526196,0.2929,0.1852,0.9384,1.000
3.19563078,0.2934,0.1845,0.9369,0.999
3.196076248,0.2924,0.1857,0.9296,0.992
3.2005988,0.2868,0.1845,0.9254,0.986
3.201105675,0.2861,0.1845,0.9244,0.985
3.205385467,0.2851,0.1840,0.9291,0.989
3.205663748,0.2844,0.1838,0.9315,0.991
3.209956717,0.2858,0.1835,0.9313,0.991
3.210111977,0.2858,0.1835,0.9332,0.993
3.214658957,0.2856,0.1794,0.9283,0.988
3.214902967,0.2844,0.1818,0.9288,0.988
3.219532707,0.2836,0.1796,0.9327,0.991
3.220004113,0.2863,0.1799,0.9315,0.991
3.224507342,0.2866,0.1786,0.9318,0.991
3.225231405,0.2863,0.1774,0.9308,0.990
3.229393227,0.2875,0.1760,0.9291,0.988
3.230137811,0.2875,0.1742,0.9276,0.987
3.235210102,0.2892,0.1762,0.9286,0.988
3.236552238,0.2934,0.1725,0.9279,0.988
3.238917186,0.2978,0.1725,0.9274,0.989
3.239624686,0.2949,0.1711,0.9254,0.986
3.243513019,0.2993,0.1679,0.9274,0.989
3.244209217,0.3039,0.1720,0.9308,0.994
3.251638748,0.3056,0.1708,0.9310,0.995
3.253130519,0.3061,0.1706,0.9266,0.991
3.255124946,0.3073,0.1686,0.9288,0.993
3.255891457,0.3093,0.1728,0.9269,0.992
3.258233957,0.3110,0.1733,0.9303,0.996
3.258932655,0.3164,0.1752,0.9296,0.997
3.263004373,0.3178,0.1733,0.9288,0.997
3.263881509,0.3191,0.1750,0.9303,0.999
3.268357342,0.3188,0.1760,0.9293,0.998
3.269686925,0.3193,0.1769,0.9291,0.998
3.272835467,0.3203,0.1762,0.9266,0.996
3.273739738,0.3205,0.1740,0.9266,0.996
3.277393852,0.3176,0.1750,0.9281,0.996
3.278101613,0.3191,0.1784,0.9281,0.997
3.292066977,0.3191,0.1769,0.9274,0.997
3.293549061,0.3176,0.1779,0.9301,0.999
3.294290623,0.3161,0.1777,0.9274,0.996
3.294937186,0.3147,0.1767,0.9303,0.998
3.295554946,0.3181,0.1762,0.9288,0.997
3.296199425,0.3161,0.1745,0.9283,0.996
3.296807498,0.3154,0.1760,0.9291,0.997
3.297151925,0.3176,0.1738,0.9286,0.997
3.304833175,0.3134,0.1730,0.9276,0.994
3.305406457,0.3161,0.1747,0.9288,0.997
3.307514165,0.3098,0.1740,0.9291,0.995
3.308600519,0.3090,0.1711,0.9262,0.991
3.312324998,0.3041,0.1720,0.9257,0.989
3.313529582,0.3076,0.1720,0.9286,0.993
3.318803696,0.3078,0.1708,0.9293,0.994
3.32007078,0.3027,0.1674,0.9283,0.991
3.323128071,0.3076,0.1706,0.9283,0.993
3.323466092,0.3102,0.1698,0.9279,0.993
3.326001665,0.3093,0.1703,0.9269,0.992
3.326421144,0.3098,0.1689,0.9279,0.993
3.329758696,0.3093,0.1679,0.9242,0.989
3.329981821,0.3073,0.1681,0.9242,0.988
3.334995884,0.3061,0.1662,0.9205,0.984
3.335504738,0.3120,0.1703,0.9242,0.990
3.339525467,0.3142,0.1708,0.9208,0.988
3.339821092,0.3073,0.1677,0.9232,0.987
3.344529477,0.3068,0.1664,0.9205,0.984
3.344853488,0.3100,0.1681,0.9220,0.987
3.349685363,0.3095,0.1738,0.9193,0.985
3.350124738,0.3144,0.1794,0.9249,0.993
3.354538488,0.3191,0.1850,0.9281,0.999
3.355514373,0.3213,0.1779,0.9254,0.996
3.359999113,0.3269,0.1794,0.9208,0.993
3.36147255,0.3310,0.1808,0.9210,0.995
3.364443436,0.3235,0.1774,0.9203,0.991
3.365164842,0.3205,0.1789,0.9161,0.987
3.369909998,0.3259,0.1801,0.9225,0.995
3.370537446,0.3215,0.1784,0.9242,0.995
3.3732513,0.3210,0.1784,0.9269,0.997
3.37357604,0.3181,0.1781,0.9303,0.999
3.378023123,0.3213,0.1784,0.9298,1.000
3.378332654,0.3247,0.1823,0.9354,1.007
3.386785623,0.3293,0.1869,0.9398,1.013
3.387555102,0.3257,0.1813,0.9403,1.011
3.387894686,0.3200,0.1808,0.9384,1.008
3.388121925,0.3176,0.1803,0.9388,1.007
3.392675467,0.3247,0.1835,0.9386,1.010
3.393080467,0.3271,0.1823,0.9374,1.009
3.398709477,0.3247,0.1811,0.9366,1.008
3.399007654,0.3315,0.1857,0.9332,1.008
3.403155467,0.3315,0.1852,0.9354,1.010
3.403786665,0.3232,0.1825,0.9308,1.002
3.406742238,0.3310,0.1926,0.9369,1.012
3.407072602,0.3332,0.1967,0.9584,1.034
3.411438696,0.3357,0.1901,0.9413,1.017
3.411823488,0.3384,0.1872,0.9362,1.013
3.419382707,0.3374,0.1852,0.9274,1.004
3.419969529,0.3318,0.1813,0.9193,0.994
3.421423748,0.3310,0.1833,0.9169,0.992
3.421734738,0.3337,0.1823,0.9139,0.990
3.425911977,0.3388,0.1838,0.9154,0.993
3.426247654,0.3374,0.1855,0.9174,0.995
3.43075979,0.3364,0.1852,0.9152,0.992
3.431069686,0.3423,0.1886,0.9164,0.996
3.435428644,0.3366,0.1850,0.9188,0.996
3.435923436,0.3393,0.1843,0.9200,0.998
3.440280884,0.3393,0.1843,0.9188,0.997
3.440549582,0.3476,0.1874,0.9193,1.001
3.444953123,0.3410,0.1833,0.9178,0.996
3.445261925,0.3469,0.1828,0.9174,0.998
3.449796769,0.3515,0.1838,0.9208,1.003
3.450270363,0.3557,0.1860,0.9232,1.007
3.454516769,0.3545,0.1882,0.9227,1.006
3.454948852,0.3603,0.1938,0.9281,1.014
3.459548019,0.3630,0.1948,0.9315,1.019
3.459843748,0.3633,0.1891,0.9237,1.010
3.464228904,0.3603,0.1867,0.9203,1.006
3.464511821,0.3569,0.1855,0.9183,1.003
3.469040727,0.3542,0.1843,0.9183,1.001
3.469808175,0.3493,0.1884,0.9176,1.000
3.473757134,0.3479,0.1828,0.9161,0.997
3.474198644,0.3447,0.1811,0.9200,0.999
3.4788213,0.3396,0.1823,0.9254,1.002
3.479105154,0.3349,0.1813,0.9271,1.002
3.483648644,0.3325,0.1833,0.9293,1.004
3.484084425,0.3298,0.1803,0.9291,1.002
3.488252759,0.3266,0.1799,0.9318,1.004
3.488520623,0.3279,0.1774,0.9327,1.004
3.4931688,0.3266,0.1779,0.9318,1.003
3.493430675,0.3257,0.1796,0.9298,1.001
3.497964634,0.3252,0.1764,0.9283,0.999
3.498230154,0.3257,0.1757,0.9337,1.004
3.50255479,0.3237,0.1799,0.9310,1.002
3.503217811,0.3247,0.1806,0.9308,1.002
3.507468748,0.3247,0.1791,0.9325,1.004
3.507996665,0.3254,0.1784,0.9291,1.000
3.51245479,0.3261,0.1791,0.9296,1.001
3.512889582,0.3288,0.1774,0.9254,0.998
3.517385571,0.3271,0.1803,0.9262,0.999
3.518087967,0.3298,0.1786,0.9244,0.998
3.522286404,0.3318,0.1806,0.9288,1.003
3.522589894,0.3308,0.1803,0.9271,1.001
3.526687863,0.3340,0.1799,0.9274,1.002
3.526949425,0.3379,0.1811,0.9213,0.998
3.531514529,0.3352,0.1794,0.9222,0.998
3.531747238,0.3332,0.1745,0.9227,0.996
3.536691144,0.3357,0.1762,0.9200,0.995
3.537121404,0.3359,0.1796,0.9225,0.998
3.54092604,0.3340,0.1769,0.9188,0.994
3.541129894,0.3340,0.1752,0.9161,0.991
3.545826613,0.3352,0.1723,0.9198,0.994
3.546164269,0.3344,0.1733,0.9208,0.995
3.550640259,0.3332,0.1716,0.9188,0.992
3.551032446,0.3366,0.1720,0.9200,0.995
3.555810675,0.3386,0.1755,0.9198,0.996
3.556122654,0.3379,0.1779,0.9166,0.993
3.56019854,0.3379,0.1801,0.9198,0.996
3.560451248,0.3405,0.1835,0.9240,1.002
3.564963592,0.3398,0.1821,0.9222,1.000
3.565373904,0.3396,0.1821,0.9198,0.997
3.570772342,0.3396,0.1865,0.9200,0.998
3.571577498,0.3410,0.1867,0.9174,0.996
3.574981509,0.3391,0.1843,0.9198,0.997
3.575498227,0.3384,0.1825,0.9237,1.001
3.579301352,0.3342,0.1838,0.9249,1.000
3.579812029,0.3286,0.1830,0.9249,0.998
3.584477602,0.3252,0.1833,0.9249,0.997
3.58508729,0.3313,0.1835,0.9276,1.002
3.588931665,0.3264,0.1801,0.9298,1.002
3.589233071,0.3286,0.1784,0.9249,0.998
3.593912654,0.3315,0.1752,0.9271,1.000
3.59439104,0.3359,0.1735,0.9230,0.997
3.598715571,0.3374,0.1713,0.9237,0.998
3.599117967,0.3371,0.1728,0.9232,0.998
3.603417498,0.3388,0.1757,0.9222,0.998
3.604266144,0.3366,0.1728,0.9213,0.996
3.608260102,0.3352,0.1681,0.9279,1.001
3.608692186,0.3396,0.1657,0.9288,1.003
3.613326977,0.3388,0.1647,0.9264,1.000
3.613730259,0.3462,0.1669,0.9262,1.003
3.617860727,0.3506,0.1686,0.9230,1.002
3.618347238,0.3530,0.1647,0.9166,0.996
3.622528123,0.3545,0.1650,0.9125,0.993
3.622894946,0.3554,0.1628,0.9135,0.994
3.627471509,0.3567,0.1628,0.9115,0.992
3.628056925,0.3581,0.1633,0.9135,0.995
3.633882863,0.3564,0.1640,0.9142,0.995
3.634403384,0.3574,0.1637,0.9149,0.996
3.637112967,0.3528,0.1659,0.9161,0.996
3.637460102,0.3452,0.1674,0.9161,0.993
3.641918175,0.3437,0.1635,0.9171,0.993
3.642200675,0.3388,0.1667,0.9218,0.996
3.646568436,0.3376,0.1681,0.9225,0.997
3.647051977,0.3366,0.1701,0.9283,1.002
3.651487811,0.3332,0.1701,0.9288,1.001
3.651983279,0.3327,0.1718,0.9296,1.002
3.656277029,0.3315,0.1750,0.9296,1.002
3.656706821,0.3320,0.1750,0.9318,1.005
3.660760779,0.3320,0.1760,0.9340,1.007
3.661152915,0.3310,0.1777,0.9298,1.003
3.670575415,0.3315,0.1772,0.9305,1.004
3.671375467,0.3322,0.1796,0.9296,1.003
3.671753227,0.3332,0.1791,0.9298,1.004
3.672039321,0.3352,0.1808,0.9310,1.006
3.675412811,0.3347,0.1801,0.9288,1.004
3.675881977,0.3359,0.1803,0.9257,1.001
3.680188852,0.3354,0.1813,0.9262,1.002
3.680592394,0.3344,0.1816,0.9225,0.998
3.685272967,0.3364,0.1825,0.9213,0.998
3.686005884,0.3371,0.1811,0.9225,0.999
3.689872915,0.3374,0.1833,0.9208,0.998
3.690239634,0.3396,0.1818,0.9205,0.998
3.694340727,0.3366,0.1813,0.9178,0.994
3.694664113,0.3410,0.1811,0.9183,0.996
3.700222238,0.3405,0.1786,0.9157,0.993
3.700738019,0.3381,0.1769,0.9174,0.994
3.704110988,0.3386,0.1767,0.9171,0.993
3.704569998,0.3415,0.1781,0.9144,0.992
3.709125415,0.3440,0.1786,0.9130,0.992
3.709515988,0.3452,0.1791,0.9152,0.994
3.713882811,0.3467,0.1772,0.9139,0.993
3.714284477,0.3464,0.1779,0.9152,0.995
3.718782967,0.3447,0.1755,0.9149,0.993
3.719484061,0.3462,0.1757,0.9186,0.997
3.723373071,0.3474,0.1760,0.9178,0.997
3.723784321,0.3459,0.1781,0.9178,0.997
3.728187238,0.3457,0.1772,0.9188,0.998
3.728575571,0.3435,0.1762,0.9227,1.000
3.733777967,0.3415,0.1781,0.9252,1.002
3.734729946,0.3391,0.1786,0.9249,1.001
3.73766854,0.3427,0.1779,0.9259,1.003
3.738114165,0.3401,0.1801,0.9266,1.003
3.742260884,0.3405,0.1808,0.9276,1.005
3.742810415,0.3393,0.1818,0.9237,1.001
3.747232081,0.3430,0.1825,0.9264,1.005
3.747614425,0.3398,0.1821,0.9259,1.003
3.75198729,0.3405,0.1833,0.9249,1.003
3.752492863,0.3388,0.1823,0.9249,1.002
3.757310363,0.3393,0.1847,0.9220,1.000
3.757681977,0.3362,0.1850,0.9230,1.000
3.761799634,0.3342,0.1835,0.9222,0.998
3.762164998,0.3369,0.1862,0.9218,0.999
3.772320988,0.3371,0.1879,0.9240,1.001
3.773517863,0.3379,0.1867,0.9259,1.003
3.774070154,0.3357,0.1857,0.9240,1.000
3.774582498,0.3381,0.1879,0.9215,0.999
3.776384373,0.3362,0.1882,0.9240,1.001
3.776961092,0.3381,0.1901,0.9215,1.000
3.780892446,0.3369,0.1896,0.9220,1.000
3.781565519,0.3391,0.1886,0.9232,1.001
3.792035519,0.3384,0.1908,0.9242,1.003
3.792525727,0.3381,0.1896,0.9225,1.001
3.792773331,0.3374,0.1894,0.9208,0.999
3.792943852,0.3376,0.1882,0.9203,0.998
3.795140467,0.3384,0.1911,0.9220,1.001
3.795446352,0.3364,0.1891,0.9181,0.996
3.799865883,0.3349,0.1891,0.9166,0.994
3.800251769,0.3364,0.1886,0.9178,0.996
3.804924633,0.3354,0.1884,0.9169,0.994
3.805231873,0.3379,0.1911,0.9178,0.997
3.809609529,0.3371,0.1891,0.9205,0.998
3.809844061,0.3381,0.1923,0.9186,0.998
3.814190988,0.3376,0.1884,0.9210,0.999
3.8144338,0.3369,0.1865,0.9213,0.998
3.819318488,0.3398,0.1867,0.9262,1.004
3.819878644,0.3405,0.1843,0.9237,1.002
3.824039321,0.3437,0.1833,0.9254,1.004
3.8244088,0.3440,0.1808,0.9232,1.002
3.828854269,0.3435,0.1808,0.9264,1.004
3.829219269,0.3432,0.1796,0.9281,1.006
3.834130883,0.3462,0.1789,0.9293,1.008
3.834868592,0.3464,0.1767,0.9286,1.007
3.838410779,0.3467,0.1760,0.9271,1.005
3.838848488,0.3464,0.1750,0.9274,1.005
3.843591665,0.3464,0.1747,0.9244,1.003
3.844012602,0.3484,0.1713,0.9247,1.003
3.8480088,0.3464,0.1720,0.9215,0.999
3.848392967,0.3462,0.1716,0.9210,0.999
3.853094998,0.3459,0.1718,0.9193,0.997
3.853654113,0.3471,0.1728,0.9188,0.997
3.857798123,0.3486,0.1740,0.9164,0.996
3.858201873,0.3506,0.1718,0.9203,1.000
3.862521248,0.3489,0.1752,0.9218,1.001
3.863103696,0.3493,0.1745,0.9186,0.998
3.870766196,0.3498,0.1750,0.9198,1.000
3.871577394,0.3493,0.1750,0.9215,1.001
3.872186404,0.3515,0.1747,0.9215,1.002
3.872561665,0.3515,0.1747,0.9215,1.002
3.877153488,0.3513,0.1752,0.9208,1.001
3.877653383,0.3520,0.1760,0.9213,1.002
3.881637654,0.3503,0.1772,0.9183,0.999
3.88202729,0.3498,0.1791,0.9198,1.000
3.889082238,0.3498,0.1781,0.9193,1.000
3.890145779,0.3486,0.1796,0.9178,0.998
3.891380727,0.3489,0.1769,0.9178,0.998
3.891890675,0.3474,0.1781,0.9188,0.998
3.896115415,0.3484,0.1781,0.9186,0.998
3.896693644,0.3471,0.1801,0.9205,1.000
3.901550363,0.3447,0.1762,0.9196,0.998
3.902205206,0.3464,0.1769,0.9210,1.000
3.905815467,0.3471,0.1767,0.9178,0.997
3.906245571,0.3469,0.1781,0.9191,0.998
3.910500623,0.3464,0.1777,0.9215,1.000
3.910867133,0.3454,0.1764,0.9161,0.995
3.915011404,0.3464,0.1750,0.9183,0.997
3.915432967,0.3462,0.1735,0.9191,0.997
3.920249686,0.3459,0.1755,0.9193,0.998
3.920969217,0.3462,0.1742,0.9220,1.000
3.924861821,0.3471,0.1755,0.9218,1.000
3.925276144,0.3457,0.1742,0.9225,1.000
3.92992354,0.3489,0.1747,0.9227,1.002
3.930338175,0.3474,0.1745,0.9218,1.000
3.934888227,0.3474,0.1735,0.9222,1.001
3.935696561,0.3489,0.1742,0.9222,1.001
3.939599738,0.3486,0.1745,0.9208,1.000
3.940024894,0.3489,0.1752,0.9210,1.000
3.944123852,0.3481,0.1745,0.9213,1.000
3.944502967,0.3489,0.1757,0.9215,1.001
3.948807498,0.3476,0.1750,0.9218,1.001
3.949240623,0.3454,0.1750,0.9208,0.999
3.953724842,0.3459,0.1760,0.9225,1.001
3.954250206,0.3418,0.1769,0.9205,0.998
3.958775623,0.3413,0.1767,0.9200,0.997
3.95917604,0.3447,0.1789,0.9225,1.001
3.963318488,0.3423,0.1801,0.9232,1.001
3.963759738,0.3427,0.1791,0.9232,1.001
3.970766717,0.3408,0.1818,0.9259,1.003
3.971558331,0.3408,0.1823,0.9252,1.003
3.973368383,0.3410,0.1803,0.9242,1.001
3.973888696,0.3408,0.1806,0.9249,1.002
3.978008175,0.3408,0.1840,0.9257,1.003
3.978529373,0.3418,0.1835,0.9244,1.003
3.984917342,0.3393,0.1821,0.9264,1.003
3.985575675,0.3393,0.1835,0.9218,0.999
3.987250258,0.3403,0.1835,0.9235,1.001
3.987590727,0.3396,0.1833,0.9218,0.999
3.992015206,0.3376,0.1821,0.9213,0.998
3.992340154,0.3384,0.1811,0.9193,0.996
3.997164477,0.3371,0.1799,0.9210,0.997
3.997512602,0.3381,0.1825,0.9183,0.995
4.001918071,0.3379,0.1786,0.9208,0.997
4.002538696,0.3362,0.1789,0.9215,0.997
4.006794686,0.3401,0.1789,0.9210,0.998
4.007288696,0.3384,0.1769,0.9242,1.000
4.011033331,0.3381,0.1774,0.9215,0.997
4.011385779,0.3388,0.1757,0.9237,0.999
4.016266352,0.3388,0.1772,0.9213,0.997
4.016831665,0.3388,0.1745,0.9237,0.999
4.02125854,0.3376,0.1755,0.9232,0.999
4.022149738,0.3393,0.1779,0.9188,0.996
4.026077446,0.3381,0.1757,0.9213,0.997
4.026588331,0.3398,0.1723,0.9210,0.997
4.030463019,0.3359,0.1755,0.9218,0.997
4.030974581,0.3379,0.1740,0.9227,0.998
4.035703904,0.3371,0.1752,0.9196,0.995
4.03651005,0.3366,0.1757,0.9232,0.998
4.039963852,0.3369,0.1762,0.9252,1.000
4.040434685,0.3369,0.1772,0.9215,0.997
4.044687915,0.3374,0.1796,0.9247,1.001
4.045143748,0.3347,0.1784,0.9247,0.999
4.050968279,0.3366,0.1789,0.9257,1.001
4.051737915,0.3359,0.1781,0.9232,0.998
4.054970675,0.3374,0.1767,0.9244,1.000
4.055540988,0.3362,0.1774,0.9242,0.999
4.0595813,0.3379,0.1789,0.9257,1.001
4.060018696,0.3386,0.1808,0.9220,0.999
4.064357185,0.3371,0.1791,0.9215,0.997
4.064930988,0.3384,0.1794,0.9205,0.997
4.068964425,0.3379,0.1786,0.9193,0.996
4.069880675,0.3384,0.1764,0.9208,0.997
4.074179842,0.3388,0.1781,0.9193,0.996
4.074663644,0.3388,0.1769,0.9200,0.996
4.078669165,0.3376,0.1784,0.9186,0.995
4.079069529,0.3371,0.1774,0.9171,0.993
4.087962081,0.3381,0.1742,0.9174,0.993
4.088834008,0.3376,0.1747,0.9176,0.993
4.089232863,0.3379,0.1740,0.9188,0.994
4.089573592,0.3384,0.1740,0.9193,0.995
4.09308005,0.3352,0.1735,0.9188,0.993
4.093660988,0.3381,0.1740,0.9215,0.997
4.097457446,0.3362,0.1733,0.9210,0.996
4.097937238,0.3359,0.1725,0.9237,0.998
4.102210519,0.3369,0.1720,0.9249,0.999
4.102978227,0.3362,0.1730,0.9244,0.999
4.107200102,0.3362,0.1735,0.9215,0.996
4.107558956,0.3349,0.1740,0.9232,0.997
4.112348852,0.3340,0.1747,0.9252,0.999
4.112774425,0.3357,0.1735,0.9283,1.002
4.116978279,0.3349,0.1752,0.9274,1.001
4.117549477,0.3347,0.1772,0.9276,1.002
4.121657185,0.3344,0.1774,0.9288,1.003
4.122123488,0.3352,0.1791,0.9279,1.003
4.126294321,0.3347,0.1786,0.9281,1.003
4.126659373,0.3369,0.1784,0.9254,1.001
4.131006196,0.3376,0.1803,0.9237,1.000
4.131375779,0.3369,0.1784,0.9249,1.000
4.136137498,0.3386,0.1816,0.9227,1.000
4.136879685,0.3357,0.1786,0.9259,1.001
4.14083755,0.3371,0.1794,0.9220,0.998
4.141216717,0.3379,0.1789,0.9222,0.998
4.145255571,0.3403,0.1760,0.9227,0.999
4.14562354,0.3403,0.1767,0.9186,0.995
4.151167238,0.3391,0.1742,0.9227,0.998
4.151876977,0.3391,0.1745,0.9215,0.997
4.155067133,0.3425,0.1750,0.9198,0.997
4.155518748,0.3398,0.1742,0.9203,0.996
4.159926352,0.3393,0.1742,0.9208,0.997
4.160307238,0.3364,0.1698,0.9200,0.994
4.1644188,0.3374,0.1701,0.9178,0.993
4.164809165,0.3391,0.1684,0.9208,0.996
4.169770623,0.3376,0.1708,0.9218,0.996
4.17027979,0.3366,0.1696,0.9191,0.993
4.174472238,0.3381,0.1677,0.9213,0.996
4.174857498,0.3362,0.1698,0.9198,0.994
4.179285258,0.3369,0.1686,0.9213,0.995
4.179713175,0.3357,0.1708,0.9208,0.995
4.187883748,0.3364,0.1681,0.9203,0.994
4.188613331,0.3359,0.1696,0.9237,0.997
4.188992758,0.3354,0.1708,0.9210,0.995
4.189347133,0.3364,0.1716,0.9235,0.998
4.19346156,0.3349,0.1733,0.9232,0.997
4.194023488,0.3349,0.1708,0.9225,0.996
4.198507758,0.3342,0.1735,0.9242,0.998
4.19892005,0.3342,0.1738,0.9225,0.996
4.203385467,0.3342,0.1733,0.9252,0.999
4.204089425,0.3354,0.1718,0.9244,0.998
4.208288488,0.3362,0.1750,0.9193,0.994
4.208616821,0.3362,0.1760,0.9227,0.998
4.212553644,0.3354,0.1745,0.9220,0.997
4.212840727,0.3344,0.1745,0.9227,0.997
4.217577863,0.3366,0.1752,0.9218,0.997
4.21902031,0.3364,0.1755,0.9210,0.996
4.222229269,0.3384,0.1757,0.9215,0.997
4.222749894,0.3381,0.1752,0.9213,0.997
4.227169738,0.3376,0.1752,0.9215,0.997
4.227609217,0.3386,0.1777,0.9220,0.998
4.231632915,0.3396,0.1764,0.9210,0.997
4.232024008,0.3388,0.1764,0.9222,0.998
4.237095102,0.3413,0.1762,0.9205,0.997
4.237959842,0.3403,0.1786,0.9213,0.998
4.24131604,0.3398,0.1786,0.9215,0.998
4.241711196,0.3410,0.1791,0.9232,1.000
4.24638781,0.3396,0.1784,0.9220,0.999
4.246805727,0.3430,0.1777,0.9230,1.001
4.251192342,0.3413,0.1772,0.9235,1.000
4.251961144,0.3398,0.1794,0.9198,0.997
4.255881456,0.3432,0.1786,0.9213,0.999
4.256361821,0.3413,0.1803,0.9244,1.002
4.260467029,0.3403,0.1799,0.9242,1.001
4.260828175,0.3398,0.1784,0.9220,0.999
4.265653748,0.3401,0.1796,0.9230,1.000
4.266268696,0.3408,0.1830,0.9196,0.998
4.270528644,0.3425,0.1833,0.9225,1.001
4.271096144,0.3405,0.1811,0.9215,0.999
4.275232498,0.3396,0.1830,0.9242,1.001
4.275748435,0.3388,0.1818,0.9220,0.999
4.280085987,0.3396,0.1828,0.9213,0.999
4.28055104,0.3366,0.1823,0.9232,0.999
4.287984894,0.3381,0.1799,0.9205,0.997
4.288798696,0.3384,0.1816,0.9213,0.998
4.289244425,0.3401,0.1806,0.9225,1.000
4.289580415,0.3398,0.1811,0.9247,1.002
4.294466873,0.3391,0.1801,0.9222,0.999
4.295030623,0.3420,0.1801,0.9200,0.998
4.298924842,0.3386,0.1777,0.9232,0.999
4.299300206,0.3413,0.1791,0.9220,0.999
4.304251352,0.3418,0.1779,0.9193,0.997
4.304914581,0.3403,0.1796,0.9203,0.997
4.308792394,0.3413,0.1803,0.9200,0.998
4.309073592,0.3427,0.1784,0.9208,0.999
4.313429008,0.3437,0.1772,0.9196,0.998
4.313688696,0.3445,0.1769,0.9208,0.999
4.318347758,0.3462,0.1755,0.9196,0.998
4.319067706,0.3474,0.1784,0.9203,1.000
4.323684217,0.3462,0.1791,0.9227,1.002
4.324216717,0.3457,0.1784,0.9235,1.002
4.327885467,0.3467,0.1789,0.9208,1.000
4.328296821,0.3469,0.1791,0.9203,1.000
4.33226281,0.3449,0.1818,0.9213,1.000
4.332666925,0.3442,0.1803,0.9208,0.999
4.337665362,0.3423,0.1825,0.9225,1.001
4.338544425,0.3437,0.1838,0.9193,0.999
4.342433019,0.3418,0.1840,0.9188,0.997
4.343052602,0.3408,0.1843,0.9222,1.000
4.347213331,0.3418,0.1840,0.9183,0.997
4.347655258,0.3418,0.1852,0.9198,0.999
4.351835779,0.3403,0.1828,0.9237,1.001
4.352345206,0.3420,0.1840,0.9227,1.001
4.357251873,0.3425,0.1830,0.9218,1.000
4.357847342,0.3430,0.1843,0.9235,1.002
4.361696717,0.3405,0.1825,0.9215,0.999
4.362093592,0.3405,0.1818,0.9225,1.000
4.371489321,0.3401,0.1830,0.9232,1.001
4.372335883,0.3425,0.1813,0.9274,1.005
4.372815987,0.3410,0.1813,0.9227,1.000
4.373245206,0.3405,0.1794,0.9230,1.000
4.375699477,0.3423,0.1808,0.9230,1.001
4.376137342,0.3418,0.1781,0.9200,0.998
4.380702758,0.3379,0.1781,0.9191,0.995
4.381112185,0.3393,0.1796,0.9188,0.996
4.388776717,0.3403,0.1772,0.9188,0.996
4.389495519,0.3432,0.1745,0.9218,0.999
4.390853435,0.3432,0.1747,0.9220,0.999
4.391377029,0.3405,0.1755,0.9222,0.999
4.395288487,0.3423,0.1742,0.9225,0.999
4.395961404,0.3405,0.1750,0.9225,0.999
4.400538279,0.3408,0.1755,0.9232,1.000
4.40107979,0.3410,0.1772,0.9247,1.001
4.40473156,0.3405,0.1781,0.9262,1.003
4.40506656,0.3418,0.1774,0.9232,1.000
4.409333227,0.3415,0.1769,0.9257,1.002
4.409642862,0.3425,0.1774,0.9232,1.001
4.413927706,0.3403,0.1764,0.9230,0.999
4.414158019,0.3413,0.1777,0.9230,1.000
4.419009946,0.3408,0.1772,0.9242,1.001
4.41943031,0.3420,0.1760,0.9230,1.000
4.423701456,0.3403,0.1791,0.9230,1.000
4.423922394,0.3401,0.1767,0.9208,0.997
4.428352758,0.3437,0.1784,0.9205,0.999
4.428558435,0.3423,0.1772,0.9218,0.999
4.43344531,0.3396,0.1769,0.9210,0.997
4.433789894,0.3401,0.1769,0.9196,0.996
4.438183019,0.3432,0.1772,0.9181,0.996
4.438425935,0.3403,0.1769,0.9183,0.995
4.442721508,0.3401,0.1774,0.9164,0.993
4.442952081,0.3398,0.1767,0.9149,0.992
4.44750604,0.3381,0.1779,0.9157,0.992
4.447730467,0.3403,0.1777,0.9200,0.997
4.452424165,0.3379,0.1777,0.9186,0.995
4.452796092,0.3388,0.1774,0.9196,0.996
4.457682654,0.3381,0.1799,0.9193,0.996
4.457942446,0.3374,0.1774,0.9218,0.997
4.462083748,0.3366,0.1764,0.9227,0.998
4.462320467,0.3376,0.1781,0.9249,1.001
4.468816039,0.3381,0.1777,0.9232,0.999
4.469268748,0.3364,0.1764,0.9230,0.998
4.471552029,0.3374,0.1779,0.9235,0.999
4.471824112,0.3362,0.1779,0.9249,1.000
4.476894685,0.3369,0.1796,0.9274,1.003
4.477122914,0.3347,0.1755,0.9264,1.001
4.481241352,0.3362,0.1760,0.9266,1.001
4.481475206,0.3371,0.1786,0.9274,1.003
